City_ID,City,Country,Max Temp,Weather description,Lat,Lng,Hotel Name
182,Meulaboh,ID,296.87,overcast clouds,4.1363,96.1285,Kost Pria
187,Bathsheba,BB,301.49,broken clouds,13.2167,-59.5167,Atlantis Hotel
191,Port Blair,IN,300.0,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
194,Doha,QA,301.14,clear sky,25.2867,51.5333,Movenpick Hotel Doha
195,Pitimbu,BR,300.48,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
196,The Valley,AI,302.23,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
197,Jucas,BR,304.6,scattered clouds,-6.5253,-39.5275,Pousada e pizzaria Frogomercambar
199,San Pedro De Ycuamandiyu,PY,300.16,clear sky,-24.0917,-57.0764,Hotel Refugio
200,Hervey Bay,AU,296.5,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
207,Banjar,ID,298.1,overcast clouds,-8.19,114.9675,The Hamsa Resort
209,Hobyo,SO,299.77,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
210,Kiblawan,PH,296.77,overcast clouds,6.6142,125.2367,manilyn
213,Saldanha,ZA,291.18,scattered clouds,-33.0117,17.9442,Blue Bay Lodge
218,Faanui,PF,298.83,moderate rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
219,Kuala Terengganu,MY,299.12,scattered clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
220,Monrovia,LR,299.02,moderate rain,6.3005,-10.7969,Sunset Inn
221,Dogondoutchi,NE,305.09,few clouds,13.6393,4.0287,Hôtel Alheri Maison Alheri
223,Acarau,BR,300.19,clear sky,-2.8856,-40.12,castelo pizzaria
225,Souillac,MU,294.36,light intensity shower rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
227,Huicungo,PE,303.14,moderate rain,-7.2833,-76.8,Gran Pajaten Trek
228,Honiara,SB,300.95,few clouds,-9.4333,159.95,Heritage Park Hotel
229,Montepuez,MZ,295.72,clear sky,-13.1256,38.9997,PembaAparthotel
230,Kavaratti,IN,300.96,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
238,Butaritari,KI,300.66,clear sky,3.0707,172.7902,Isles Sunset Lodge
241,Price,US,291.55,clear sky,39.5994,-110.8107,National 9 - Price River Inn
242,Boyolangu,ID,297.31,broken clouds,-8.1181,111.8935,Yos ega cv
244,Akyab,MM,298.01,scattered clouds,20.15,92.9,Hotel Memory
246,Kununurra,AU,298.14,overcast clouds,-15.7667,128.7333,Hotel Kununurra
247,Tautira,PF,301.16,light rain,-17.7333,-149.15,Pension Oaoa
248,San Felipe,VE,299.28,broken clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
250,Ahipara,NZ,292.29,few clouds,-35.1667,173.1667,Ahipara Holiday Park
251,Salinopolis,BR,300.41,scattered clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
253,Mana,GF,299.04,moderate rain,5.6592,-53.7767,LE SAMANA
255,Bethel,US,294.26,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
256,Guhagar,IN,296.1,clear sky,17.4842,73.1929,Hotel Seawinds
258,Tomatlan,MX,300.06,overcast clouds,19.9333,-105.25,El Salvial
259,Uthal,PK,298.32,clear sky,25.8072,66.6219,Al-Mustafa Hotel
262,Teknaf,BD,297.23,overcast clouds,20.8624,92.3058,Forestry Guesthouse
263,San Marcos,US,293.03,mist,33.1434,-117.1661,Hampton Inn San Marcos
264,Keta,GH,301.27,moderate rain,5.9179,0.9879,A&Y Wild Camp Ghana
266,Chirongui,YT,300.11,light rain,-12.9319,45.1483,La Villa Mahatsara
267,Macultepec,MX,307.22,scattered clouds,18.1667,-92.8333,La guadalupana
268,Vanimo,PG,298.37,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
270,Trinidad,BO,303.14,scattered clouds,-14.8333,-64.9,Hotel Piesta
273,Kapoeta,SS,303.15,overcast clouds,4.7717,33.5903,Eastgate Hotel
276,Ibra,OM,298.08,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
278,Elat,IL,297.06,clear sky,29.5581,34.9482,Club Hotel Eilat
279,Santiago Del Estero,AR,307.49,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
280,Oranjestad,AW,303.12,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
281,That Phanom,TH,291.43,broken clouds,16.9364,104.7104,ณ ธาตุพนมเพลส Na That Panom Place Hotel
